date,close,open,high,low
20/07/2023,80300.00,78600.00,81300.00,78500.00
19/07/2023,78500.00,78500.00,78900.00,78300.00
18/07/2023,78700.00,79000.00,79000.00,78100.00
17/07/2023,79000.00,79000.00,79200.00,78500.00
14/07/2023,78300.00,76900.00,78300.00,76100.00
13/07/2023,75800.00,75800.00,75800.00,75400.00
12/07/2023,75300.00,75000.00,75700.00,74900.00
11/07/2023,75000.00,75300.00,75400.00,75000.00
10/07/2023,75300.00,75300.00,75900.00,74900.00
07/07/2023,75300.00,74200.00,75500.00,74200.00
06/07/2023,74600.00,74800.00,75200.00,74000.00
05/07/2023,74800.00,75100.00,76500.00,74800.00
04/07/2023,87000.00,86400.00,87000.00,86200.00
03/07/2023,86400.00,86500.00,86800.00,86000.00
30/06/2023,86000.00,86500.00,86600.00,86000.00
29/06/2023,86500.00,87000.00,87100.00,86500.00
28/06/2023,87000.00,87400.00,87800.00,87000.00
27/06/2023,87300.00,86000.00,87300.00,86000.00
26/06/2023,85800.00,85100.00,85800.00,84600.00
23/06/2023,85100.00,85600.00,85600.00,84800.00
22/06/2023,85500.00,86100.00,86500.00,84700.00
21/06/2023,85800.00,85500.00,86400.00,85400.00
20/06/2023,85500.00,85000.00,85800.00,84700.00
19/06/2023,84700.00,84700.00,85500.00,84500.00
16/06/2023,84500.00,84100.00,86200.00,83400.00
15/06/2023,84100.00,84200.00,84400.00,83600.00
14/06/2023,84200.00,84300.00,84800.00,84100.00
13/06/2023,84400.00,84400.00,84900.00,84300.00
12/06/2023,84900.00,84500.00,84900.00,83600.00
09/06/2023,84600.00,84300.00,84700.00,83700.00
08/06/2023,83600.00,84700.00,84900.00,83500.00
07/06/2023,85000.00,85000.00,85400.00,84300.00
06/06/2023,85300.00,85300.00,85300.00,84700.00
05/06/2023,85000.00,83900.00,85200.00,83800.00
02/06/2023,83800.00,83500.00,84300.00,83100.00
01/06/2023,83500.00,84000.00,84000.00,83100.00
31/05/2023,84100.00,84200.00,84200.00,83100.00
30/05/2023,84000.00,83000.00,84900.00,82900.00
29/05/2023,83100.00,83500.00,83700.00,82900.00
26/05/2023,83100.00,83100.00,83400.00,82300.00
25/05/2023,83200.00,81200.00,83400.00,81000.00
24/05/2023,81300.00,82000.00,82100.00,81100.00
23/05/2023,82000.00,82500.00,82500.00,81400.00
22/05/2023,82500.00,82800.00,82800.00,82000.00
19/05/2023,82800.00,83000.00,83300.00,81800.00
18/05/2023,82900.00,81800.00,83000.00,81400.00
17/05/2023,81500.00,81900.00,82700.00,81100.00
16/05/2023,81500.00,81000.00,81700.00,80800.00
15/05/2023,81000.00,81400.00,81800.00,80800.00
12/05/2023,80500.00,79300.00,80600.00,78800.00
11/05/2023,79100.00,79100.00,79600.00,79000.00
10/05/2023,79000.00,79000.00,79600.00,79000.00
09/05/2023,78900.00,78600.00,79800.00,78600.00
08/05/2023,78500.00,78500.00,78900.00,78400.00
05/05/2023,78400.00,78600.00,78600.00,78200.00
04/05/2023,78500.00,77800.00,78700.00,77600.00
28/04/2023,77500.00,78800.00,78800.00,77500.00
27/04/2023,78300.00,78100.00,78800.00,78100.00
26/04/2023,78300.00,78100.00,78400.00,77600.00
25/04/2023,78400.00,79100.00,79300.00,78300.00
24/04/2023,79100.00,79500.00,80600.00,79000.00
21/04/2023,79300.00,80000.00,80000.00,79300.00
20/04/2023,79400.00,79800.00,79800.00,79200.00
19/04/2023,79300.00,79800.00,79800.00,79300.00
18/04/2023,79400.00,79600.00,80000.00,79200.00
17/04/2023,79600.00,79600.00,79700.00,79000.00
14/04/2023,79600.00,79900.00,80100.00,79300.00
13/04/2023,79600.00,80300.00,80400.00,79300.00
12/04/2023,80300.00,80300.00,80500.00,79900.00
11/04/2023,80300.00,80200.00,80500.00,80100.00
10/04/2023,80300.00,81000.00,81000.00,80100.00
07/04/2023,80500.00,80200.00,80700.00,80000.00
06/04/2023,80300.00,80700.00,81500.00,80300.00
05/04/2023,80600.00,80500.00,80600.00,79700.00
04/04/2023,80500.00,80900.00,81000.00,80000.00
03/04/2023,80900.00,79400.00,80900.00,79100.00
31/03/2023,79100.00,79100.00,79500.00,79000.00
30/03/2023,79100.00,79000.00,79300.00,78800.00
29/03/2023,79000.00,79200.00,79300.00,78600.00
28/03/2023,79200.00,79200.00,79200.00,77500.00
27/03/2023,79100.00,78900.00,79200.00,78500.00
24/03/2023,78600.00,78300.00,78800.00,78000.00
23/03/2023,78000.00,78400.00,78500.00,77600.00
22/03/2023,78500.00,78200.00,78600.00,77600.00
21/03/2023,78100.00,78600.00,78700.00,77100.00
20/03/2023,77600.00,79100.00,79300.00,77600.00
17/03/2023,79000.00,79600.00,80000.00,78600.00
16/03/2023,79200.00,80000.00,80000.00,78400.00
15/03/2023,80500.00,79100.00,80500.00,79100.00
14/03/2023,78700.00,79000.00,79100.00,78500.00
13/03/2023,78900.00,78100.00,79400.00,78100.00
10/03/2023,79500.00,80200.00,80400.00,79000.00
09/03/2023,80600.00,79500.00,80700.00,79200.00
08/03/2023,79500.00,78500.00,79500.00,78500.00
07/03/2023,78800.00,79100.00,79900.00,78800.00
06/03/2023,78200.00,78100.00,79800.00,78100.00
03/03/2023,78500.00,79300.00,80000.00,78500.00
02/03/2023,80000.00,80000.00,80500.00,79800.00
01/03/2023,80500.00,79500.00,80500.00,78700.00
28/02/2023,80500.00,80000.00,80700.00,79500.00
27/02/2023,80300.00,80000.00,80500.00,79900.00
24/02/2023,80800.00,81100.00,81300.00,80400.00
23/02/2023,81400.00,81700.00,81700.00,80600.00
22/02/2023,81800.00,82300.00,82500.00,81800.00
21/02/2023,82800.00,82800.00,83700.00,82600.00
20/02/2023,82800.00,81600.00,83000.00,81400.00
17/02/2023,81600.00,81200.00,81600.00,81000.00
16/02/2023,81600.00,81600.00,82000.00,80700.00
15/02/2023,81600.00,80500.00,81900.00,80300.00
14/02/2023,80800.00,80700.00,81000.00,80200.00
13/02/2023,80700.00,80700.00,81200.00,80000.00
10/02/2023,80700.00,81100.00,81200.00,80500.00
09/02/2023,80700.00,81000.00,81600.00,80700.00
08/02/2023,81200.00,80800.00,81700.00,80600.00
07/02/2023,80700.00,80500.00,81900.00,80500.00
06/02/2023,80500.00,80000.00,81600.00,79700.00
03/02/2023,80100.00,82000.00,82000.00,80100.00
02/02/2023,81900.00,82100.00,82400.00,81300.00
01/02/2023,82000.00,84000.00,84000.00,81800.00
31/01/2023,83500.00,83500.00,83700.00,81700.00
30/01/2023,83700.00,84200.00,84400.00,83700.00
27/01/2023,84000.00,84100.00,85500.00,84000.00
19/01/2023,83900.00,83000.00,84200.00,82900.00
18/01/2023,83400.00,82100.00,83400.00,81800.00
17/01/2023,82000.00,81200.00,82000.00,81000.00
16/01/2023,80800.00,80100.00,81000.00,79700.00
13/01/2023,80000.00,80500.00,81200.00,80000.00
12/01/2023,80700.00,81000.00,81500.00,80200.00
11/01/2023,80900.00,80400.00,81600.00,80400.00
10/01/2023,80400.00,80700.00,81300.00,80200.00
09/01/2023,80300.00,80500.00,80900.00,79900.00
06/01/2023,80300.00,80400.00,81100.00,80200.00
05/01/2023,80600.00,80200.00,81500.00,80200.00
04/01/2023,80000.00,80800.00,81000.00,79300.00
03/01/2023,80000.00,76900.00,80000.00,76800.00
30/12/2022,76900.00,76200.00,76900.00,76000.00
29/12/2022,76200.00,76500.00,77000.00,76200.00
28/12/2022,76700.00,77000.00,77000.00,76000.00
27/12/2022,76500.00,76400.00,77500.00,76000.00
26/12/2022,76400.00,77700.00,78100.00,76400.00
23/12/2022,78000.00,76400.00,78000.00,76200.00
22/12/2022,77200.00,77200.00,77500.00,76000.00
21/12/2022,77200.00,77200.00,77400.00,75700.00
20/12/2022,76600.00,77200.00,77200.00,75400.00
19/12/2022,76600.00,78300.00,78300.00,76600.00
16/12/2022,77900.00,77000.00,78000.00,76400.00
15/12/2022,77700.00,76400.00,78100.00,76400.00
14/12/2022,76300.00,77200.00,77500.00,76100.00
13/12/2022,77200.00,76200.00,77300.00,75200.00
12/12/2022,77000.00,77600.00,78200.00,76400.00
09/12/2022,78000.00,76300.00,78000.00,76200.00
08/12/2022,77000.00,76900.00,78800.00,75600.00
07/12/2022,76500.00,75900.00,76600.00,74800.00
06/12/2022,76000.00,78300.00,78900.00,76000.00
05/12/2022,78300.00,78000.00,79000.00,77400.00
02/12/2022,77400.00,74700.00,77700.00,74000.00
01/12/2022,74700.00,75100.00,75800.00,74100.00
30/11/2022,74600.00,74500.00,74900.00,73500.00
29/11/2022,74300.00,74900.00,74900.00,73000.00
28/11/2022,74300.00,72400.00,74500.00,72300.00
25/11/2022,72000.00,70600.00,72000.00,70500.00
24/11/2022,70500.00,69800.00,71000.00,69400.00
23/11/2022,70500.00,70000.00,71000.00,69700.00
22/11/2022,70500.00,70000.00,72000.00,69100.00
21/11/2022,70100.00,69500.00,71800.00,69500.00
18/11/2022,71500.00,70100.00,72000.00,69200.00
17/11/2022,71000.00,69300.00,72000.00,64500.00
16/11/2022,69300.00,61300.00,70000.00,61300.00
15/11/2022,65900.00,70000.00,70000.00,65900.00
14/11/2022,70800.00,72000.00,72400.00,70000.00
11/11/2022,72800.00,73100.00,73600.00,72000.00
10/11/2022,73000.00,73500.00,73700.00,69100.00
09/11/2022,74000.00,73300.00,74300.00,73300.00
08/11/2022,73300.00,71500.00,73900.00,71400.00
07/11/2022,72600.00,72600.00,74000.00,72600.00
04/11/2022,72900.00,74000.00,74000.00,71500.00
03/11/2022,74100.00,74500.00,75700.00,73700.00
02/11/2022,74000.00,75200.00,76000.00,74000.00
01/11/2022,75500.00,76300.00,76800.00,75000.00
31/10/2022,75600.00,75000.00,76000.00,73700.00
28/10/2022,75000.00,76300.00,76300.00,74700.00
27/10/2022,75800.00,74100.00,76200.00,73700.00
26/10/2022,73800.00,74500.00,74500.00,72700.00
25/10/2022,73200.00,71400.00,74500.00,71100.00
24/10/2022,71100.00,73900.00,74500.00,71000.00
21/10/2022,73900.00,77700.00,77700.00,73900.00
20/10/2022,77800.00,75800.00,78500.00,75300.00
19/10/2022,75500.00,74900.00,76200.00,74700.00
18/10/2022,74900.00,74000.00,75300.00,74000.00
17/10/2022,73800.00,73500.00,73900.00,72600.00
14/10/2022,74000.00,74400.00,74500.00,73600.00
13/10/2022,73000.00,72200.00,73000.00,71500.00
12/10/2022,72400.00,71000.00,73300.00,71000.00
11/10/2022,71000.00,74000.00,74000.00,71000.00
10/10/2022,74000.00,73500.00,75500.00,72100.00
07/10/2022,74000.00,76200.00,76200.00,74000.00
06/10/2022,76500.00,78900.00,78900.00,76500.00
05/10/2022,78400.00,79000.00,79500.00,78400.00
04/10/2022,77500.00,78000.00,79000.00,77200.00
03/10/2022,77000.00,79600.00,80300.00,76400.00
30/09/2022,80500.00,77000.00,80800.00,76900.00
29/09/2022,77000.00,79800.00,80100.00,77000.00
28/09/2022,78000.00,80100.00,80400.00,78000.00
27/09/2022,80500.00,82000.00,82000.00,80500.00
26/09/2022,81500.00,81500.00,82000.00,80300.00
23/09/2022,82400.00,83100.00,83100.00,82100.00
22/09/2022,82900.00,82000.00,83000.00,81900.00
21/09/2022,82300.00,83300.00,83300.00,82300.00
20/09/2022,83400.00,83100.00,83800.00,82300.00
19/09/2022,83100.00,82500.00,83600.00,81900.00
16/09/2022,82500.00,83700.00,83900.00,82500.00
15/09/2022,83700.00,84500.00,84500.00,83700.00
14/09/2022,84000.00,83500.00,84500.00,83500.00
13/09/2022,84600.00,85000.00,85300.00,84300.00
12/09/2022,84600.00,85100.00,85200.00,84300.00
09/09/2022,84300.00,84600.00,85000.00,84300.00
08/09/2022,84300.00,84100.00,85000.00,83800.00
07/09/2022,84000.00,85500.00,85900.00,84000.00
06/09/2022,85800.00,86000.00,86400.00,85800.00
05/09/2022,86200.00,86500.00,86700.00,85900.00
31/08/2022,86600.00,85800.00,87000.00,85800.00
30/08/2022,86400.00,86500.00,87000.00,86000.00
29/08/2022,86500.00,87000.00,87000.00,84700.00
26/08/2022,87200.00,86400.00,87800.00,86300.00
25/08/2022,86300.00,86200.00,86700.00,86000.00
24/08/2022,86200.00,86500.00,86800.00,86100.00
23/08/2022,86000.00,85110.00,86000.00,85110.00
22/08/2022,85802.00,85605.00,86297.00,84913.00
19/08/2022,85901.00,86989.00,87483.00,85209.00
18/08/2022,87285.00,86890.00,88669.00,86890.00
17/08/2022,87285.00,87977.00,88076.00,86989.00
16/08/2022,87680.00,87878.00,88372.00,87087.00
15/08/2022,87878.00,85605.00,88076.00,85605.00
12/08/2022,85506.00,84715.00,85506.00,84715.00
11/08/2022,85012.00,85209.00,85802.00,84715.00
10/08/2022,85012.00,85308.00,85703.00,85012.00
09/08/2022,85209.00,85012.00,86494.00,84715.00
08/08/2022,85012.00,84913.00,85407.00,84320.00
05/08/2022,84814.00,85110.00,86198.00,84616.00
04/08/2022,85110.00,84122.00,85605.00,83924.00
03/08/2022,83825.00,84023.00,84221.00,83232.00
02/08/2022,84023.00,83035.00,84122.00,82540.00
01/08/2022,83035.00,83035.00,83232.00,82145.00
29/07/2022,82540.00,84122.00,84221.00,82540.00
28/07/2022,83924.00,84221.00,84814.00,82145.00
27/07/2022,84221.00,83628.00,84221.00,83430.00
26/07/2022,83825.00,85012.00,85012.00,83825.00
25/07/2022,84418.00,86000.00,86000.00,84122.00
22/07/2022,84122.00,85407.00,85506.00,84122.00
21/07/2022,84023.00,84913.00,84913.00,83529.00
20/07/2022,83924.00,84023.00,84913.00,83035.00
19/07/2022,82046.00,81947.00,82046.00,81255.00
18/07/2022,82046.00,81848.00,83529.00,81354.00
15/07/2022,81255.00,83035.00,83035.00,81255.00
14/07/2022,81848.00,81848.00,82540.00,81255.00
13/07/2022,81552.00,83035.00,83035.00,81552.00
12/07/2022,82540.00,81848.00,82540.00,81749.00
11/07/2022,81848.00,83628.00,83628.00,81848.00
08/07/2022,82639.00,82936.00,83035.00,82145.00
07/07/2022,82145.00,82936.00,83628.00,82145.00
06/07/2022,82540.00,83133.00,84913.00,82540.00
05/07/2022,84418.00,86791.00,86791.00,84418.00
04/07/2022,85703.00,87483.00,87483.00,85012.00
01/07/2022,86989.00,86000.00,87779.00,83825.00
30/06/2022,85209.00,88471.00,88867.00,85209.00
29/06/2022,88966.00,87878.00,88966.00,87186.00
28/06/2022,88669.00,88471.00,89163.00,86198.00
27/06/2022,85506.00,85407.00,86890.00,84913.00
24/06/2022,84517.00,85110.00,86791.00,84517.00
23/06/2022,84517.00,83035.00,85802.00,82738.00
22/06/2022,83529.00,88768.00,89361.00,83430.00
21/06/2022,88076.00,91338.00,92425.00,87977.00
20/06/2022,90943.00,92425.00,93414.00,90251.00
17/06/2022,90943.00,89262.00,91536.00,87977.00
16/06/2022,90943.00,89954.00,92722.00,89163.00
15/06/2022,89460.00,89559.00,89559.00,86989.00
14/06/2022,88076.00,85012.00,88867.00,84517.00
13/06/2022,85209.00,86989.00,89756.00,85012.00
10/06/2022,90613.00,93414.00,94485.00,90613.00
09/06/2022,94979.00,95144.00,95473.00,93331.00
08/06/2022,94732.00,95803.00,96874.00,94320.00
07/06/2022,95226.00,92837.00,95226.00,89460.00
06/06/2022,93084.00,93908.00,95556.00,92261.00
03/06/2022,93908.00,91849.00,93908.00,91354.00
02/06/2022,91849.00,92920.00,94567.00,91519.00
01/06/2022,92096.00,90531.00,93002.00,90448.00
31/05/2022,90531.00,91684.00,91684.00,88554.00
30/05/2022,91684.00,91519.00,92590.00,89954.00
27/05/2022,92096.00,86988.00,92261.00,86906.00
26/05/2022,86988.00,86659.00,88224.00,86165.00
25/05/2022,86494.00,81964.00,86494.00,81305.00
24/05/2022,80893.00,79492.00,80893.00,79080.00
23/05/2022,79492.00,80893.00,80893.00,79163.00
20/05/2022,80316.00,80481.00,81469.00,79904.00
19/05/2022,79904.00,78339.00,80481.00,78339.00
18/05/2022,80481.00,82128.00,82458.00,80316.00
17/05/2022,82128.00,76609.00,82128.00,76197.00
16/05/2022,76774.00,80316.00,80316.00,76774.00
13/05/2022,77103.00,79163.00,81552.00,76692.00
12/05/2022,78751.00,81799.00,83941.00,78257.00
11/05/2022,83941.00,80728.00,83941.00,79739.00
10/05/2022,81057.00,77433.00,81387.00,75785.00
09/05/2022,77433.00,80975.00,81552.00,77433.00
06/05/2022,82540.00,84270.00,85670.00,82540.00
05/05/2022,86247.00,86165.00,86906.00,83941.00
04/05/2022,86082.00,86412.00,87236.00,85753.00
29/04/2022,86494.00,86494.00,88224.00,85835.00
28/04/2022,86906.00,84764.00,87977.00,84435.00
27/04/2022,84847.00,84435.00,85670.00,82787.00
26/04/2022,85918.00,82540.00,86494.00,79904.00
25/04/2022,85176.00,90695.00,91354.00,85176.00
22/04/2022,91519.00,92672.00,93826.00,87318.00
21/04/2022,92261.00,91602.00,95473.00,91602.00
20/04/2022,92261.00,92261.00,93084.00,90284.00
19/04/2022,92261.00,95967.00,96379.00,92261.00
18/04/2022,95144.00,94732.00,97697.00,93908.00
15/04/2022,94732.00,94814.00,97121.00,93908.00
14/04/2022,96050.00,94897.00,97944.00,94897.00
13/04/2022,94814.00,90613.00,94814.00,90448.00
12/04/2022,90448.00,89789.00,91849.00,87812.00
08/04/2022,89377.00,93331.00,93826.00,89377.00
07/04/2022,93331.00,93661.00,96297.00,92343.00
06/04/2022,93084.00,89295.00,93908.00,89295.00
05/04/2022,89789.00,89872.00,91931.00,89789.00
04/04/2022,90036.00,93496.00,93496.00,90036.00
01/04/2022,91437.00,88059.00,91437.00,87400.00
31/03/2022,88142.00,86906.00,91107.00,86165.00
30/03/2022,87318.00,87153.00,88389.00,86082.00
29/03/2022,86412.00,81222.00,86412.00,81222.00
28/03/2022,80810.00,78669.00,81305.00,78421.00
25/03/2022,78833.00,79163.00,79492.00,78751.00
24/03/2022,79080.00,79080.00,80069.00,78504.00
23/03/2022,79492.00,79492.00,80316.00,79080.00
22/03/2022,79410.00,79080.00,79904.00,78586.00
21/03/2022,78504.00,78421.00,79080.00,78257.00
18/03/2022,78339.00,76609.00,79575.00,76609.00
17/03/2022,75785.00,75621.00,76362.00,75374.00
16/03/2022,75456.00,75044.00,76033.00,74550.00
15/03/2022,74962.00,75621.00,75621.00,73973.00
14/03/2022,75621.00,76609.00,76609.00,74550.00
11/03/2022,76774.00,77845.00,77927.00,76362.00
10/03/2022,77927.00,79328.00,79328.00,77927.00
09/03/2022,78669.00,77927.00,79492.00,77927.00
08/03/2022,78092.00,77268.00,78586.00,76280.00
07/03/2022,77268.00,76692.00,77351.00,75950.00
04/03/2022,77021.00,76856.00,77268.00,76609.00
03/03/2022,76939.00,76774.00,77433.00,76774.00
02/03/2022,76692.00,76609.00,76939.00,76362.00
01/03/2022,76939.00,77433.00,77433.00,76197.00
28/02/2022,76856.00,76033.00,77021.00,76033.00
25/02/2022,76033.00,76115.00,76939.00,75868.00
24/02/2022,75785.00,76609.00,77021.00,74138.00
23/02/2022,76609.00,76280.00,77351.00,76280.00
22/02/2022,76527.00,76609.00,76856.00,75785.00
21/02/2022,77021.00,75950.00,77433.00,75785.00
18/02/2022,75950.00,76033.00,76197.00,75538.00
17/02/2022,76444.00,75703.00,76444.00,74962.00
16/02/2022,75209.00,75538.00,76197.00,75209.00
15/02/2022,75044.00,74962.00,75538.00,74550.00
14/02/2022,74962.00,74962.00,75456.00,74467.00
11/02/2022,75456.00,75621.00,76115.00,75291.00
10/02/2022,75785.00,75291.00,75785.00,74303.00
09/02/2022,74715.00,75538.00,75538.00,74632.00
08/02/2022,74632.00,73726.00,75621.00,73726.00
07/02/2022,73726.00,74138.00,74220.00,73314.00
28/01/2022,73726.00,70843.00,73726.00,70761.00
27/01/2022,70761.00,70843.00,71420.00,70349.00
26/01/2022,70843.00,71667.00,71667.00,70431.00
25/01/2022,71255.00,70184.00,72079.00,69195.00
24/01/2022,70266.00,72655.00,72902.00,70019.00
21/01/2022,72655.00,73314.00,73973.00,72655.00
20/01/2022,73149.00,72820.00,74962.00,72738.00
19/01/2022,72738.00,72573.00,73479.00,72490.00
18/01/2022,72573.00,72738.00,73808.00,72490.00
17/01/2022,73314.00,74550.00,75209.00,73314.00
14/01/2022,75209.00,75538.00,75868.00,74879.00
13/01/2022,75868.00,74879.00,76362.00,73973.00
12/01/2022,73808.00,73397.00,74632.00,72902.00
11/01/2022,73726.00,75785.00,75950.00,73397.00
10/01/2022,75785.00,76774.00,77021.00,75703.00
07/01/2022,76939.00,76692.00,77186.00,76692.00
06/01/2022,77021.00,77103.00,77433.00,77021.00
05/01/2022,77103.00,77186.00,77598.00,77021.00
04/01/2022,77021.00,76939.00,77598.00,76856.00
31/12/2021,76609.00,77268.00,77762.00,76609.00
30/12/2021,77103.00,77186.00,77680.00,77021.00
29/12/2021,77103.00,78092.00,78092.00,77103.00
28/12/2021,77845.00,77845.00,78174.00,77515.00
27/12/2021,77845.00,77598.00,78257.00,76856.00
24/12/2021,77268.00,77021.00,77845.00,76444.00
23/12/2021,76774.00,78257.00,78257.00,76609.00
22/12/2021,78257.00,78257.00,78586.00,77927.00
