date,FRT,MSN,MWG,PNJ,REE,TCB,VNINDEX
2023-08-17,71.6,82.1,53.9,79.358,62.7,34.7,1233.48
2023-08-18,68.2,79.0,50.2,77.676,60.5,32.5,1177.99
2023-08-21,72.7,78.4,49.0,78.171,61.0,32.75,1179.76
2023-08-22,74.8,77.7,50.0,77.676,61.1,33.1,1180.49
2023-08-23,74.0,77.5,49.7,76.686,61.1,33.2,1172.56
2023-08-24,77.0,80.0,50.3,77.181,61.5,33.8,1189.39
2023-08-25,77.0,79.7,50.5,77.478,61.5,33.65,1183.37
2023-08-28,80.8,80.7,51.7,78.665,63.0,34.0,1201.72
2023-08-29,81.0,80.0,52.9,79.556,62.8,33.9,1204.43
2023-08-30,83.3,79.6,53.8,79.853,63.0,34.0,1213.16
2023-08-31,83.5,81.5,53.8,79.655,62.8,34.5,1224.05
2023-09-05,82.6,81.5,54.3,79.655,63.8,35.0,1234.98
2023-09-06,84.8,82.7,55.0,80.248,64.1,35.2,1245.5
2023-09-07,84.2,82.0,55.0,83.316,63.6,35.75,1243.14
2023-09-08,86.0,81.8,55.5,83.118,64.0,35.35,1241.48
2023-09-11,85.0,79.6,54.5,82.722,63.6,34.55,1223.63
2023-09-12,86.5,81.0,55.8,82.722,63.4,35.3,1245.44
2023-09-13,84.4,80.1,57.5,82.425,63.4,35.0,1238.39
2023-09-14,84.4,78.6,57.3,80.347,62.9,34.9,1223.81
2023-09-15,86.0,79.7,55.9,80.545,63.0,34.9,1227.36
2023-09-18,86.5,78.5,55.0,80.644,62.5,34.1,1211.81
2023-09-19,87.0,79.0,55.5,80.347,63.5,33.9,1211.5
2023-09-20,89.2,79.7,55.8,81.832,64.3,34.35,1226.11
2023-09-21,88.5,78.8,54.2,81.733,65.5,34.3,1212.74
2023-09-22,89.0,75.4,52.1,80.15,63.5,34.0,1193.05
2023-09-25,86.5,70.3,51.0,78.962,61.8,32.8,1153.2
2023-09-26,83.9,73.0,51.5,77.676,61.9,32.4,1137.96
2023-09-27,85.0,76.0,52.0,78.269,62.9,32.6,1153.85
2023-09-28,85.2,76.5,53.0,77.676,63.5,33.65,1152.43
2023-09-29,89.0,76.3,52.6,77.973,63.2,33.65,1154.15
2023-10-02,90.0,77.4,51.9,78.072,63.5,33.15,1155.25
2023-10-03,89.0,74.0,49.0,76.686,62.0,32.5,1118.1
2023-10-04,95.2,73.5,49.2,76.785,62.8,32.25,1128.67
2023-10-05,94.4,72.8,47.0,76.983,62.0,31.8,1113.89
2023-10-06,97.5,72.7,48.3,77.181,62.2,32.05,1128.54
2023-10-09,96.0,73.5,47.95,79.16,61.9,32.1,1137.36
2023-10-10,95.1,73.2,48.85,78.665,62.6,32.5,1143.69
2023-10-11,96.0,73.8,49.3,79.457,62.6,32.6,1150.81
2023-10-12,96.0,73.1,48.4,79.16,62.9,32.5,1151.61
2023-10-13,97.4,72.7,49.5,78.962,62.8,32.2,1154.73
2023-10-16,97.0,71.6,48.6,79.061,62.2,31.8,1141.42
2023-10-17,94.5,71.0,46.3,78.269,61.6,31.75,1121.65
2023-10-18,95.0,68.3,44.7,76.192,60.4,31.25,1103.4
2023-10-19,94.0,66.4,43.0,75.103,59.6,30.65,1087.85
2023-10-20,94.7,69.0,44.7,75.4,60.4,31.1,1108.03
2023-10-23,92.9,66.0,43.0,74.3,59.2,30.9,1093.53
2023-10-24,93.9,66.9,43.0,74.8,59.6,31.35,1105.9
2023-10-25,95.0,66.0,43.5,74.3,59.0,31.2,1101.66
2023-10-26,92.9,61.4,42.0,74.0,56.0,29.8,1055.45
2023-10-27,92.8,57.8,42.0,73.6,55.0,29.55,1060.62
2023-10-30,86.4,58.0,40.5,72.9,54.6,28.1,1042.4
2023-10-31,87.0,58.2,37.7,72.0,52.6,27.7,1028.19
2023-11-01,88.0,59.5,35.1,72.0,52.1,28.2,1039.66
2023-11-02,92.8,62.7,37.0,73.8,54.6,29.35,1075.47
2023-11-03,96.0,63.9,38.95,73.8,53.0,31.0,1076.78
2023-11-06,97.0,64.0,38.05,76.6,55.4,31.0,1089.66
2023-11-07,96.0,62.0,38.2,75.9,55.2,30.6,1080.29
2023-11-08,100.0,63.8,39.6,77.0,57.0,31.8,1113.43
2023-11-09,104.5,62.8,40.3,76.5,57.0,31.5,1113.89
2023-11-10,103.3,61.7,39.4,76.0,57.4,31.05,1101.68
2023-11-13,103.3,62.0,40.0,76.1,57.3,30.9,1100.07
2023-11-14,104.0,62.6,41.5,78.1,57.9,31.5,1109.73
2023-11-15,104.9,65.8,41.9,78.3,58.3,31.55,1122.5
2023-11-16,103.5,66.0,41.5,78.0,57.9,31.7,1125.53
2023-11-17,102.9,64.1,41.4,78.9,58.0,31.15,1101.19
2023-11-20,101.5,63.6,40.55,79.0,57.8,31.0,1103.66
2023-11-21,102.0,64.6,40.9,81.1,57.7,30.8,1110.46
2023-11-22,101.7,64.9,39.8,81.2,57.5,30.95,1113.82
2023-11-23,99.9,63.3,37.3,80.8,57.5,30.4,1088.49
2023-11-24,102.0,61.8,38.55,80.4,57.1,30.05,1095.61
2023-11-27,99.0,60.9,38.0,79.5,56.9,29.3,1088.06
2023-11-28,98.8,61.3,38.0,79.1,57.2,29.95,1095.43
2023-11-29,99.8,62.9,38.8,79.9,57.6,29.9,1102.8
2023-11-30,102.4,60.5,38.5,80.5,57.1,29.5,1094.13
2023-12-01,103.0,61.5,38.75,80.3,57.3,29.75,1102.16
2023-12-04,103.0,62.2,39.95,80.5,58.0,30.2,1120.49
2023-12-05,101.8,61.4,40.0,80.0,59.3,30.05,1115.97
2023-12-06,101.8,62.1,40.95,80.1,58.8,30.4,1126.43
2023-12-07,101.9,63.5,40.85,78.5,58.0,30.85,1121.49
2023-12-08,101.1,66.2,42.6,78.6,59.2,30.95,1124.44
2023-12-11,99.1,67.5,42.5,80.0,58.7,30.85,1125.5
2023-12-12,101.5,66.2,42.5,80.3,59.0,31.05,1127.63
2023-12-13,100.0,65.8,41.7,80.4,57.7,30.5,1114.2
2023-12-14,100.0,65.0,41.6,79.6,57.1,30.55,1110.13
2023-12-15,100.8,63.0,40.75,79.2,56.7,30.6,1102.3
2023-12-18,100.6,62.9,39.6,79.5,56.8,30.05,1091.88
2023-12-19,99.7,62.2,40.65,79.4,56.3,30.6,1096.3
2023-12-20,101.5,63.9,42.4,80.3,56.3,30.35,1100.76
2023-12-21,101.9,63.7,42.65,83.9,56.5,30.65,1102.43
2023-12-22,102.5,63.0,42.35,83.8,55.8,30.6,1103.06
2023-12-25,103.9,66.4,42.65,84.5,56.1,30.95,1117.66
2023-12-26,103.4,66.2,42.7,85.6,55.8,30.8,1122.25
2023-12-27,103.1,67.0,42.85,85.3,56.4,30.85,1121.99
2023-12-28,105.2,67.0,43.05,84.8,56.4,31.5,1128.93
2023-12-29,107.0,67.0,42.8,86.0,56.8,31.8,1129.93
2024-01-02,105.3,68.4,42.45,86.0,57.5,32.1,1131.72
2024-01-03,105.0,68.9,43.2,86.0,57.6,32.6,1144.17
2024-01-04,103.5,68.1,43.2,84.6,57.7,33.1,1150.72
2024-01-05,103.0,67.9,43.85,83.4,57.4,33.2,1154.68
2024-01-08,101.1,66.6,43.2,84.3,56.8,34.1,1160.19
2024-01-09,100.5,66.1,42.7,85.5,56.1,34.5,1158.59
2024-01-10,98.9,66.2,42.25,86.9,55.8,34.4,1161.54
2024-01-11,98.1,66.1,42.45,86.2,55.8,34.15,1162.22
2024-01-12,97.8,64.8,41.9,85.0,55.1,34.65,1154.7
2024-01-15,96.9,65.6,42.9,84.5,55.2,34.3,1154.12
2024-01-16,98.2,67.1,44.3,86.4,55.6,34.15,1163.12
2024-01-17,99.5,66.3,44.9,88.6,56.1,34.05,1162.53
2024-01-18,99.7,66.4,45.85,89.0,55.7,34.4,1169.06
2024-01-19,99.9,67.8,46.05,88.2,56.0,34.95,1181.5
2024-01-22,100.8,67.7,46.15,87.7,56.1,34.95,1182.86
